Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Georeference
ELEC,Nassau Community College,One Education Drive,,Garden City,NY,11530,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.730794,-73.591287,05/13/2023,123145,2023-05-13 01:26:24,,,,04/01/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.591287 40.730794)
ELEC,"Northern Development, LLC",1160 Pittsford-Victor Road,,Pittsford,NY,14534,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,43.046880,-77.467043,05/13/2023,230844,2023-05-13 01:26:39,,,,09/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.467043 43.04688)
ELEC,Gateway to Mount Beacon,788 Wolcott Ave,,Beacon,NY,12508,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.492889,-73.958454,05/13/2023,230953,2023-05-13 01:26:54,,,,09/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.958454 41.492889)
ELEC,TH 001,1 Town Hall Rd,,Lake Katrine,NY,12449,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.976902,-74.002655,05/13/2023,206836,2023-05-13 00:28:36,,,,02/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.002655 41.976902)
ELEC,Sherman Parking - Tesla Destination,26 S 6th St,,Brooklyn,NY,11211,,718-243-2688  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.711729,-73.967698,10/06/2022,122472,2023-01-18 15:15:20,P,,,01/17/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.967698 40.711729)
ELEC,TOWN OF BABYLON TOWN HALL 1,N Jefferson Ave,,Lindenhurst,NY,11757,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.704737,-73.375554,05/13/2023,162286,2023-05-13 00:11:09,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.375554 40.704737)
ELEC,134-10 225th St,137-10 225th St,,Jamaica,NY,11413,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.677402,-73.745064,05/13/2023,198164,2023-05-13 01:05:55,,,,10/23/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.745064 40.677402)
ELEC,Human Services,"323 Owego St,",,Montour Falls,NY,14865,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.340415,-76.840745,05/13/2023,168435,2023-05-13 01:26:41,,,,09/01/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.840745 42.340415)
ELEC,Airport Executive Park,150 Airport Executive Park,,Nanuet,NY,10954,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,2,,,LIVINGSTON,https://www.solution.energy,GPS,41.109100,-74.028860,07/12/2022,223091,2023-02-14 15:54:11,P,,,12/11/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,POINT (-74.02886 41.1091)
ELEC,MPGARDENS STATION 1,36 Newbridge Rd,,East Meadow,NY,11554,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.705143,-73.546936,05/13/2023,206835,2023-05-13 00:28:16,,,,02/22/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.546936 40.705143)
ELEC,PATRON STATION1,15 Lee Ave,,Lindenhurst,NY,11757,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.682617,-73.367060,05/13/2023,204760,2023-05-13 00:29:57,,,,01/14/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.36706 40.682617)
ELEC,MPG 543 W 110th Street Garage - Tesla Destination,543 W 110th St,,New York,NY,10025,,212-222-7813  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.803963,-73.966032,10/06/2022,115157,2023-01-18 15:15:20,P,,,03/21/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.966032 40.803963)
ELEC,LIA HONDA STATION1,4871 NY-78,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.980606,-78.696452,05/13/2023,162180,2023-05-13 00:13:09,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.696452 42.980606)
ELEC,CDTA MENANDS 2,431 Broadway,,Menands,NY,12204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.702189,-73.715762,05/13/2023,206084,2023-05-13 00:28:16,,,,02/10/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.715762 42.702189)
ELEC,LACROIX COURT LACROIX APTS 1,12 Lacroix Ct Dr,,Irondequoit,NY,14609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.195473,-77.566644,05/13/2023,220520,2023-05-13 00:32:23,,,,06/03/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.566644 43.195473)
ELEC,MP 102 LLC MP 102 LLC,1214 Fifth Avenue,,New York,NY,10029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.791267,-73.952039,05/13/2023,162472,2023-05-13 00:02:45,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.952039 40.791267)
ELEC,135 Pinelawn Rd,135 Pinelawn Rd,,Melville,NY,11747,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.770810,-73.406860,09/14/2022,225122,2023-02-14 15:54:11,P,,,07/28/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,POINT (-73.40686 40.77081)
ELEC,TOWN GLENVILLE TOWN HALL EV2,Glenville Municipal Center 18 Glenridge Rd,,Glenville,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.867961,-73.928284,05/13/2023,175724,2023-05-13 00:21:03,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.928284 42.867961)
ELEC,"NY DCFC WATER MILL, NY",760 Montauk Hwy,,Water Mill,NY,11976,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.911797,-72.353065,05/13/2023,167884,2023-05-13 00:22:22,,,,10/28/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-72.353065 40.911797)
ELEC,EVolveNY Amsterdam,24 Church Street,,Amsterdam,NY,12010,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,42.937775,-74.191592,05/13/2023,200685,2023-05-13 00:40:33,,,,11/06/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.191592 42.937775)
ELEC,MUNI LOT STATION 1,2578 Main St,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.285329,-73.984273,05/13/2023,193883,2023-05-13 00:24:07,,,,08/14/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.984273 44.285329)
ELEC,Town Hall,159 Pantigo Road,,East Hampton,NY,11937,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.969547,-72.172070,05/13/2023,163947,2023-05-13 01:26:32,,,,06/26/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-72.17207 40.969547)
ELEC,SUNY NEW PALTZ WALLKILL 3,10 Southside Loop,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.741484,-74.088125,05/13/2023,122786,2023-05-13 00:15:53,,,,05/16/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.088125 41.741484)
ELEC,GGMC Yorkville Car Park - Tesla Destination,230 E 92nd St,,New York,NY,10128,,212-410-2184  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.782212,-73.950230,10/06/2022,115060,2023-01-18 15:15:20,P,,,12/21/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.95023 40.782212)
ELEC,Oneida Public Library,459 Main St.,,Oneida,NY,13421,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,43.086510,-75.646346,05/13/2023,230853,2023-05-13 01:26:42,,,,09/30/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-75.646346 43.08651)
ELEC,3000 Ocean Pkwy Apartments 2,3000 Ocean Parkway,,Brooklyn,NY,11235,,888-998-2546,E,,Public,,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.577592,-73.969165,05/12/2023,257453,2023-05-12 23:59:32,,,,03/30/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.969165 40.577592)
ELEC,CONVENIENT MED CONV. MED EV 1,319 Bay Rd Convenient Medical Center,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.331081,-73.652911,05/13/2023,181717,2023-05-13 00:24:01,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.652911 43.331081)
ELEC,Exit 27 (Amsterdam),Amsterdam,,Amsterdam,NY,12010,,866-816-7584,E,,Public,,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.924859,-74.200265,05/13/2023,187170,2023-05-13 01:26:44,,,,03/22/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.200265 42.924859)
ELEC,Glenwood Management - Paramount Garage,221 E 38th St,,New York,NY,10016,,212-599-8610,E,,Public,24 hours daily; can charge for up to 10 hours,A Cash D Debit M V,,,,,1,,,Non-Networked,,200-9,40.747930,-73.974556,03/08/2023,147009,2023-03-08 17:16:33,P,,,01/01/2016,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,$15 per session,,,,,,,,,,POINT (-73.974556 40.74793)
ELEC,The Fern Lodge - Tesla Destination,46 Fiddlehead Bay Rd,,Chestertown,NY,12817,,518-494-7238  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.625261,-73.849046,10/06/2022,114923,2023-01-18 15:15:20,P,,,11/03/2017,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-73.849046 43.625261)
ELEC,PANYNJ JFK Y GARAGE 3,JFK Access Road JFK International Airport,,Queens,NY,11430,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.645758,-73.779314,05/13/2023,174643,2023-05-13 00:17:44,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.779314 40.645758)
ELEC,Town of Keene - Town Hall,1300 Hurricane Rd,,Keene,NY,12942,,518-576-4444,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,44.254853,-73.789435,06/14/2022,153284,2023-02-14 15:54:11,LG,,,06/24/2019,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free; donations encouraged,,,,,,,,,,POINT (-73.789435 44.254853)
ELEC,30-10 35th Street,30-10 35th Street,,Queens,NY,11103,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,40.765233,-73.918436,05/13/2023,225576,2023-05-13 01:05:55,,,,08/16/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.9184356 40.7652332)
ELEC,McDonalds #39698,2585 South Road,,Poughkeepsie,NY,12601,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.665087,-73.930520,05/12/2023,258978,2023-05-12 23:59:13,,,,04/11/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.93052 41.665087)
ELEC,TONAWANDA YPR POOL PLAZA 1,147 Thorncliff Rd,,Buffalo,NY,14223,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.982760,-78.866850,05/13/2023,154517,2023-05-13 00:20:37,,,,03/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.86685 42.98276)
ELEC,The Paddocks of Saratoga,1 Ascot Cir,,Saratoga,NY,12866,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,,,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.115770,-73.743040,07/12/2022,223272,2023-02-14 15:54:11,P,,,02/22/2022,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,POINT (-73.74304 43.11577)
ELEC,DoubleTree by Hilton Binghamton - Tesla Destination,225 Water St,,Binghamton,NY,13901,,607-722-7575  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.101355,-75.913891,10/06/2022,114883,2023-01-18 15:15:20,P,,,04/21/2014,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,POINT (-75.913891 42.101355)
ELEC,Southeast Station - Metro North Train Station,4 Independent Way,,Brewster,NY,10509,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,41.416575,-73.624303,05/13/2023,94829,2023-05-13 01:26:28,,,,04/23/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.624303 41.416575)
ELEC,RPI 1 RPI FLEET,2144 Burdett Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732209,-73.671332,05/13/2023,162147,2023-05-13 00:13:52,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.671332 42.732209)
ELEC,LUCC,5687 Big Tree Rd,,Lakeville,NY,14480,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.836581,-77.710466,05/13/2023,168419,2023-05-13 01:26:40,,,,08/01/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.710466 42.836581)
ELEC,RJCL PARKING 1,9091 NY-22,,Hillsdale,NY,12529,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.167957,-73.517820,05/13/2023,166204,2023-05-13 00:22:39,,,,09/04/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.51782 42.167957)
ELEC,NAC KIA STATION2,3900 Sheridan Dr,,Amherst,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.980295,-78.789092,05/13/2023,201818,2023-05-13 00:29:19,,,,12/01/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.789092 42.980295)
ELEC,ADAMS STATION 101 ASTOR CT,101 Astor Ct,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.609016,-73.846760,05/13/2023,165399,2023-05-13 00:22:22,,,,08/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.84676 42.609016)
ELEC,HARLEY SCHOOL HARLEY 2,1981 Clover St,,Rochester,NY,14618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.120601,-77.549060,05/13/2023,188100,2023-05-13 00:26:16,,,,04/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-77.54906 43.120601)
ELEC,Parkit 403 Lafayette St. - Tesla Destination,403 Lafayette St,,New York,NY,10003,,212-254-1263  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.728287,-73.992746,10/06/2022,115124,2023-01-18 15:15:20,P,,,05/21/2015,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-73.992746 40.728287)
ELEC,BATAVIA TOYOTA OUTDOOR,3899 West Main St Rd,,Batavia,NY,14020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.004598,-78.220757,05/13/2023,235071,2023-05-13 00:33:03,,,,10/25/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-78.220757 43.004598)
ELEC,PRESHYUN PKG 1,768 E Chester St,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.957566,-73.990400,05/13/2023,259936,2023-05-13 00:32:30,,,,04/27/2023,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.9904 41.957566)
ELEC,NEW HARTFORD GW-1 1.1,8635 Clinton St,,New Hartford,NY,13413,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.092808,-75.316605,05/13/2023,174768,2023-05-13 00:17:56,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-75.316605 43.092808)
ELEC,Selux Office,5 Lumen Lane,,Highland,NY,12528,,866-816-7584,E,,Public,,,,,,,7,,,EV Connect,http://evconnect.com/,GPS,41.739522,-73.960362,05/13/2023,123116,2023-05-13 01:26:17,,,,04/01/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.960362 41.739522)
ELEC,MARRIOTTSS STATION 3,47 Excelsior Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089337,-73.777234,05/13/2023,203140,2023-05-13 00:30:04,,,,12/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.777234 43.089337)
ELEC,Icon Parking 70 Gold Street - Tesla Destination,80 Gold St,,New York,NY,10038,,212-964-5250  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710019,-74.004385,10/06/2022,115186,2023-01-18 15:15:20,P,,,02/28/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,POINT (-74.004385 40.710019)
ELEC,MTP Parking 41-42 24th Street - Tesla Destination,41-42 24th St,,Long Island City,NY,11101,,347-410-4910  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.751556,-73.941406,10/06/2022,122488,2023-01-18 15:15:20,P,,,01/17/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.9414058 40.7515557)
ELEC,Maguire Family of Dealerships,370 Elmira Rd,,Ithaca,NY,14850,,877-848-7174,E,,Public,24 hours daily; for customer use only,,,,,,1,2,,Non-Networked,,GPS,42.422535,-76.518884,06/14/2022,157971,2023-02-14 15:54:11,P,,,05/15/2020,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,POINT (-76.518884 42.422535)
ELEC,NKU Lot K,Kenton Drive,,Newport,NY,41076,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,39.031984,-84.467409,05/13/2023,220980,2023-05-13 01:05:55,,,,06/08/2022,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-84.4674091249667 39.0319835018863)
ELEC,SCHENECTADY CENTRAL PARK,PTL Arthur Chaires Ln,,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.799875,-73.908554,05/13/2023,162341,2023-05-13 00:10:20,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.908554 42.799875)
ELEC,TATABROOKFIELD #6,11 E Loop Rd,,New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755160,-73.955605,05/13/2023,174183,2023-05-13 00:16:57,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.955605 40.75516)
ELEC,Waters View Prime Companies,100 Waters View Cir,,Cohoes,NY,12047,,518-691-3119,E,,Public,24 hours daily,,,,,,2,,,LIVINGSTON,https://www.solution.energy,GPS,42.777771,-73.683037,06/07/2021,189540,2022-02-10 19:42:29,P,,,01/19/2021,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,NONE,POINT (-73.683037 42.777771)
ELEC,Nissan of Bay Shore,1521 Sunrise Hwy,,Bay Shore,NY,11706,,631-230-5860,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,40.735644,-73.250949,06/09/2020,149478,2023-02-15 22:45:41,P,,,05/01/2019,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,POINT (-73.2509486 40.7356438)
ELEC,MICHAELSGRP MICHAELS GROUP1,1 Marions Way,,Mechanicville,NY,12118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.957538,-73.789455,05/13/2023,195767,2023-05-13 00:27:49,,,,09/10/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.789455 42.957538)
ELEC,Southern Hills Veterinary Hospital,38 Clinton St,,Tully,NY,13159,,315-696-6699,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.798279,-76.107485,09/14/2022,227069,2023-02-14 15:54:11,P,,,08/26/2022,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,POINT (-76.1074852691799 42.7982787910263)
ELEC,NATIONAL GRID COVANTA ENERGY,5801 Rock Cut Rd,,Jamesville,NY,13078,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.005040,-76.116311,05/13/2023,162204,2023-05-13 00:12:43,,,,06/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-76.116311 43.00504)
ELEC,NYC Parking Kent,444 Kent Avenue,Attendant will assist in charging ||vehicle.  Parking rates apply. Inquire ||within.||,Brooklyn,NY,11211,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.709168,-73.968491,05/12/2023,193979,2023-05-12 23:58:41,,,,08/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.968491 40.709168)
ELEC,Icon Parking - 111 Eighth Avenue,111 Eighth Avenue,,New York,NY,10011,,888-998-2546,E,,Public,,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.741421,-74.003186,05/12/2023,260074,2023-05-12 23:59:10,,,,04/28/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-74.003186 40.741421)
ELEC,TCR TOWERS EV STATION 1,422 Sand Creek Rd,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.711859,-73.809795,05/13/2023,181869,2023-05-13 00:24:36,,,,01/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.809795 42.711859)
ELEC,GARVEY FRONT 2,257 Dix Ave,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.317335,-73.619185,05/13/2023,221613,2023-05-13 00:32:31,,,,06/22/2022,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.619185 43.317335)
ELEC,Icon Parking 515 E 72nd Street - Tesla Destination,515 E 72nd St,,New York,NY,10021,,212-249-8196  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.766545,-73.952920,10/06/2022,250866,2023-01-18 15:15:20,P,,,11/02/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,POINT (-73.95292 40.766545)
ELEC,SCCC AMMERMAN 3,College Rd,,Farmingville,NY,11738,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.844415,-73.055372,05/13/2023,193748,2023-05-13 00:27:47,,,,08/11/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,POINT (-73.055372 40.844415)
